concept,category,domain,filename1,HR_pp,HR_pw
pincushion,tool,nonliving,pincushion_exemplar1.jpg,0.333333,0.5
pliers,tool,nonliving,pliers_exemplar1.jpg,0.510204,0.340909
plunger,tool,nonliving,plunger_exemplar1.jpg,0.666667,0.622222
pocket knife,tool,nonliving,pocket_knife_exemplar1.jpg,0.346939,0.580645
rake,tool,nonliving,rake_exemplar1.jpg,0.5,0.68
razor,tool,nonliving,razor_exemplar1.jpg,0.58,0.441176
rope,tool,nonliving,rope_exemplar1.jpg,0.642857,0.555556
safe,tool,nonliving,safe_exemplar1.jpg,0.571429,0.657143
safety pin,tool,nonliving,safety_pin_exemplar1.jpg,0.551724,0.703704
sandpaper,tool,nonliving,sandpaper_exemplar1.jpg,0.509091,0.384615
satellite dish,tool,nonliving,satellitedish_exemplar1.jpg,0.24,NA
saw blade,tool,nonliving,saw_blade_exemplar1.jpg,0.48,0.758621
scales,tool,nonliving,scales_exemplar1.jpg,0.709091,0.76
scraper,tool,nonliving,scraper_exemplar1.jpg,0.444444,NA
screw,tool,nonliving,screw_exemplar1.jpg,0.462963,0.384615
screwdriver,tool,nonliving,screwdriver_exemplar1.jpg,0.4,0.407407
scythe,tool,nonliving,scythe_exemplar1.jpg,0.485714,NA
seatbelt,tool,nonliving,seatbelt_exemplar1.jpg,0.32,0.558824
shear,tool,nonliving,shear_exemplar1.jpg,0.222222,NA
shopping bag,tool,nonliving,shopping_bag_exemplar1.jpg,0.326531,0.555556
shovel,tool,nonliving,shovel_exemplar1.jpg,0.488889,0.555556
sickle,tool,nonliving,sickle_exemplar1.jpg,0.306122,0.333333
spool,tool,nonliving,spool_exemplar1.jpg,0.3,0.444444
spring,tool,nonliving,spring_exemplar1.jpg,0.344828,0.481481
stamp,tool,nonliving,stamp_exemplar1.jpg,0.6,0.230769
strainer,tool,nonliving,strainer_exemplar1.jpg,0.42,0.444444
sundial,tool,nonliving,sundial_exemplar1.jpg,0.472222,NA
swiss army knife,tool,nonliving,swiss_army_knife_exemplar1.jpg,0.577778,0.555556
syringe,tool,nonliving,syringe_exemplar1.jpg,0.6,0.6
telescope,tool,nonliving,telescope_exemplar1.jpg,0.533333,0.47619
toolbox,tool,nonliving,toolbox_exemplar1.jpg,0.381818,0.692308
trowel,tool,nonliving,trowel_exemplar1.jpg,0.55102,0.481481
valve,tool,nonliving,valve_exemplar1.jpg,0.38,0.266667
walker,tool,nonliving,walker_exemplar1.jpg,0.62069,0.62963
washboard,tool,nonliving,washboard_exemplar1.jpg,0.367347,0.371429
wheelbarrow,tool,nonliving,wheelbarrow_exemplar1.jpg,0.607143,0.64
whistle,tool,nonliving,whistle_exemplar1.jpg,0.697674,0.571429
wire,tool,nonliving,wire_exemplar1.jpg,0.510204,0.428571
wrench,tool,nonliving,wrench_exemplar1.jpg,0.553571,0.615385
yarn,tool,nonliving,yarn_exemplar1.jpg,0.561404,0.259259
balloon,toys,nonliving,balloon_exemplar1.jpg,0.446429,0.518519
chess bishop,toys,nonliving,chess_bishop_exemplar1.jpg,0.642857,0.481481
clown,toys,nonliving,clown_exemplar1.jpg,0.909091,0.545455
crayon,toys,nonliving,crayon_exemplar1.jpg,0.48,0.647059
dinosaur,toys,nonliving,dinosaur_exemplar1.jpg,0.758621,0.892857
dinosaur toy,toys,nonliving,dinosaur_toy_exemplar1.jpg,0.714286,0.814815
doll,toys,nonliving,doll_exemplar1.jpg,0.888889,0.777778
dollhouse,toys,nonliving,dollhouse_exemplar1.jpg,0.285714,0.448276
giraffe toy,toys,nonliving,giraffe_toy_exemplar1.jpg,0.535714,0.821429
nesting dolls,toys,nonliving,nesting_dolls_exemplar1.jpg,0.666667,NA
nun,toys,nonliving,nun_exemplar1.jpg,0.772727,0.377778
rattle,toys,nonliving,rattle_exemplar1.jpg,0.305556,NA
rockinghorse,toys,nonliving,rockinghorse_exemplar1.jpg,0.613636,0.772727
rubber duck,toys,nonliving,rubber_duck_exemplar1.jpg,0.666667,NA
sand bucket,toys,nonliving,sand_bucket_exemplar1.jpg,0.38,0.535714
slinky,toys,nonliving,slinky_exemplar1.jpg,0.457143,0.7
teddybear,toys,nonliving,teddybear_exemplar1.jpg,0.688889,0.767442
toy,toys,nonliving,toy_exemplar1.jpg,0.511111,0.688889
toy apple,toys,nonliving,toy_apple_exemplar1.jpg,0.551724,0.518519
toy basket,toys,nonliving,toy_basket_exemplar1.jpg,0.469388,0.428571
toy indian,toys,nonliving,toy_indian_exemplar1.jpg,NA,NA
toy phone,toys,nonliving,toy_phone_exemplar1.jpg,0.603774,0.68
toy soldier,toys,nonliving,toy_soldier_exemplar1.jpg,0.672727,0.666667
toy train,toys,nonliving,toy_train_exemplar1.jpg,0.387755,0.485714
toy wagon,toys,nonliving,toy_wagon_exemplar1.jpg,0.693878,NA
toy xylophone,toys,nonliving,toy_xylophone_exemplar1.jpg,0.277778,0.645161
water gun,toys,nonliving,water_gun_exemplar1.jpg,0.571429,0.740741
yoyo,toys,nonliving,yoyo_exemplar1.jpg,0.58,0.592593
artichoke,vegetable,living,artichoke_exemplar1.jpg,0.955556,0.545455
asparagus,vegetable,living,asparagus_exemplar1.jpg,0.694444,NA
avocado,vegetable,living,avocado_exemplar1.jpg,0.844444,0.75
bell pepper,vegetable,living,bell_pepper_exemplar1.jpg,0.827586,0.714286
black-eyed peas,vegetable,living,black-eyed_peas_exemplar1.jpg,0.428571,0.3
broccoli,vegetable,living,broccoli_exemplar1.jpg,0.862069,0.821429
cabbage,vegetable,living,cabbage_exemplar1.jpg,0.886364,0.704545
carrot,vegetable,living,carrot_exemplar1.jpg,0.836735,0.848485
cauliflower,vegetable,living,cauliflower_exemplar1.jpg,0.727273,0.592593
celery,vegetable,living,celery_exemplar1.jpg,0.8,0.590909
chickpea,vegetable,living,chickpea_exemplar1.jpg,0.628571,0.4
chili,vegetable,living,chili_exemplar1.jpg,0.877551,0.387097
cucumber,vegetable,living,cucumber_exemplar1.jpg,0.857143,0.5
eggplant,vegetable,living,eggplant_exemplar1.jpg,0.777778,0.72
garlic,vegetable,living,garlic_exemplar1.jpg,0.724138,0.592593
ginger,vegetable,living,ginger_exemplar1.jpg,0.857143,0.538462
leek,vegetable,living,leek_exemplar1.jpg,0.86,0.333333
lettuce,vegetable,living,lettuce_exemplar1.jpg,0.583333,0.516129
mushroom,vegetable,living,mushroom_exemplar1.jpg,0.72,0.69697
okra,vegetable,living,okra_exemplar1.jpg,0.793103,0.678571
onion,vegetable,living,onion_exemplar1.jpg,0.758621,0.714286
pea,vegetable,living,pea_exemplar1.jpg,0.771429,NA
pickle,vegetable,living,pickle_exemplar1.jpg,0.897959,0.705882
potato,vegetable,living,potato_exemplar1.jpg,0.763636,0.615385
pumpkin,vegetable,living,pumpkin_exemplar1.jpg,0.821429,0.703704
radish,vegetable,living,radish_exemplar1.jpg,0.588235,NA
snow peas,vegetable,living,snow_peas_exemplar1.jpg,0.714286,0.653846
spinach,vegetable,living,spinach_exemplar1.jpg,0.840909,0.555556
squash,vegetable,living,squash_exemplar1.jpg,0.5,0.777778
tomato,vegetable,living,tomato_exemplar1.jpg,0.82,0.576923
yam,vegetable,living,yam_exemplar1.jpg,0.9,0.444444
zucchini,vegetable,living,zucchini_exemplar1.jpg,0.833333,0.538462
ambulance,vehicle,nonliving,ambulance_exemplar1.jpg,0.655172,0.571429
armored personnel vehicle,vehicle,nonliving,armored_personnel_vehicle_exemplar1.jpg,0.473684,0.296296
ATV,vehicle,nonliving,ATV_exemplar1.jpg,0.574074,0.384615
bicycle,vehicle,nonliving,bicycle_exemplar1.jpg,0.444444,NA
biplane,vehicle,nonliving,biplane_exemplar1.jpg,0.46,0.259259
bulldozer,vehicle,nonliving,bulldozer_exemplar1.jpg,0.413793,0.555556
canoe,vehicle,nonliving,canoe_exemplar1.jpg,0.367347,0.821429
car,vehicle,nonliving,car_exemplar1.jpg,0.34,0.607143
cargo ship,vehicle,nonliving,cargo_ship_exemplar1.jpg,0.542857,0.612903
chain,vehicle,nonliving,chain_exemplar1.jpg,0.457143,NA
compact car,vehicle,nonliving,compact_car_exemplar1.jpg,0.206897,0.5
convertible,vehicle,nonliving,convertible_exemplar1.jpg,0.37931,0.444444
covered wagon,vehicle,nonliving,covered_wagon_exemplar1.jpg,0.37931,0.5
doubledecker bus,vehicle,nonliving,doubledecker_bus_exemplar1.jpg,0.714286,NA
firetruck,vehicle,nonliving,firetruck_exemplar1.jpg,0.88,0.5
galleon,vehicle,nonliving,galleon_exemplar1.jpg,0.571429,0.428571
golfcart,vehicle,nonliving,golfcart_exemplar1.jpg,0.611111,NA
hearse,vehicle,nonliving,hearse_exemplar1.jpg,0.44,0.428571
helicopter,vehicle,nonliving,helicopter_exemplar1.jpg,0.596154,0.52
hot air balloon,vehicle,nonliving,hot_air_balloon_exemplar1.jpg,0.62069,0.62963
jeep,vehicle,nonliving,jeep_exemplar1.jpg,0.479167,0.428571
jet,vehicle,nonliving,jet_exemplar1.jpg,0.422222,0.52381
jet-ski,vehicle,nonliving,jet-ski_exemplar1.jpg,0.310345,0.333333
lamborghini,vehicle,nonliving,lamborghini_exemplar1.jpg,0.32,0.428571
minivan,vehicle,nonliving,minivan_exemplar1.jpg,0.18,0.464286
moped,vehicle,nonliving,moped_exemplar1.jpg,0.357143,0.307692
motorboat,vehicle,nonliving,motorboat_exemplar1.jpg,0.469388,0.548387
motorcycle,vehicle,nonliving,motorcycle_exemplar1.jpg,0.163265,0.617647
passenger plane,vehicle,nonliving,passenger_plane_exemplar1.jpg,0.54,0.6
pickup truck,vehicle,nonliving,pickup_truck_exemplar1.jpg,0.355556,0.348837
plane,vehicle,nonliving,plane_exemplar1.jpg,0.22449,0.766667
police car,vehicle,nonliving,police_car_exemplar1.jpg,0.333333,0.518519
racecar,vehicle,nonliving,racecar_exemplar1.jpg,0.363636,0.452381
raft,vehicle,nonliving,raft_exemplar1.jpg,0.458333,0.352941
rocket,vehicle,nonliving,rocket_exemplar1.jpg,0.305556,0.517241
rowboat,vehicle,nonliving,rowboat_exemplar1.jpg,0.388889,NA
sailboat,vehicle,nonliving,sailboat_exemplar1.jpg,0.527273,0.592593
satellite,vehicle,nonliving,satellite_exemplar1.jpg,0.382353,0.518519
schoolbus,vehicle,nonliving,schoolbus_exemplar1.jpg,0.622222,0.641026
scooter,vehicle,nonliving,scooter_exemplar1.jpg,0.177778,0.568182
sedan,vehicle,nonliving,sedan_exemplar1.jpg,0.310345,0.592593
sled,vehicle,nonliving,sled_exemplar1.jpg,0.321429,0.555556
sleigh,vehicle,nonliving,sleigh_exemplar1.jpg,0.5,0.422222
snowmobile,vehicle,nonliving,snowmobile_exemplar1.jpg,0.7,0.310345
space shuttle,vehicle,nonliving,space_shuttle_exemplar1.jpg,0.557692,0.444444
steam engine,vehicle,nonliving,steam_engine_exemplar1.jpg,0.52,0.357143
taxi,vehicle,nonliving,taxi_exemplar1.jpg,0.285714,0.75
tire,vehicle,nonliving,tire_exemplar1.jpg,0.42,0.428571
tour bus,vehicle,nonliving,tour_bus_exemplar1.jpg,0.755556,0.475
tractor,vehicle,nonliving,tractor_exemplar1.jpg,0.416667,0.5
trailer,vehicle,nonliving,trailer_exemplar1.jpg,0.553571,0.407407
train,vehicle,nonliving,train_exemplar1.jpg,0.509091,0.769231
tricycle,vehicle,nonliving,tricycle_exemplar1.jpg,0.34,0.518519
trolley,vehicle,nonliving,trolley_exemplar1.jpg,0.416667,0.53125
truck,vehicle,nonliving,truck_exemplar1.jpg,0.577778,0.613636
van,vehicle,nonliving,van_exemplar1.jpg,0.327273,0.5
Volkswagen beetle,vehicle,nonliving,Volkswagen_beetle_exemplar1.jpg,0.522727,0.466667
wagon wheel,vehicle,nonliving,wagon_wheel_exemplar1.jpg,0.4,0.488372
wheelchair,vehicle,nonliving,wheelchair_exemplar1.jpg,0.48,0.571429
yacht,vehicle,nonliving,yacht_exemplar1.jpg,0.371429,0.655172
