concept,category,domain,filename1,HR_pp,HR_pw
blender,appliances,nonliving,blender_exemplar1.jpg,0.413793,0.555556
chainsaw,appliances,nonliving,chainsaw_exemplar1.jpg,0.527273,0.48
coffeemaker,appliances,nonliving,coffeemaker_exemplar1.jpg,0.551724,0.464286
dishwasher,appliances,nonliving,dishwasher_exemplar1.jpg,0.458333,0.535714
dryer,appliances,nonliving,dryer_exemplar1.jpg,0.58,0.535714
fan,appliances,nonliving,fan_exemplar1.jpg,0.555556,0.636364
handheld vacuum,appliances,nonliving,handheld_vacuum_exemplar1.jpg,0.448276,0.703704
iron,appliances,nonliving,iron_exemplar1.jpg,0.482759,0.678571
lawnmower,appliances,nonliving,lawnmower_exemplar1.jpg,0.5,0.6
microwave,appliances,nonliving,microwave_exemplar1.jpg,0.466667,0.444444
mixer,appliances,nonliving,mixer_exemplar1.jpg,0.6,0.518519
oven,appliances,nonliving,oven_exemplar1.jpg,0.527778,NA
refrigerator,appliances,nonliving,refrigerator_exemplar1.jpg,0.607143,0.62963
sewing machine,appliances,nonliving,sewing_machine_exemplar1.jpg,0.444444,NA
table saw,appliances,nonliving,table_saw_exemplar1.jpg,0.44898,0.466667
toaster,appliances,nonliving,toaster_exemplar1.jpg,0.381818,0.538462
toaster oven,appliances,nonliving,toaster_oven_exemplar1.jpg,0.5,0.636364
vacuum,appliances,nonliving,vacuum_exemplar1.jpg,0.488889,0.522727
vcr,appliances,nonliving,vcr_exemplar1.jpg,0.488889,0.409091
waffle iron,appliances,nonliving,waffle_iron_exemplar1.jpg,0.451613,0.7
washing machine,appliances,nonliving,washing_machine_exemplar1.jpg,0.48,0.457143
baby bottle,baby,nonliving,baby_bottle_exemplar1.jpg,0.489796,0.571429
baby carriage,baby,nonliving,baby_carriage_exemplar1.jpg,0.466667,0.622222
baby shoes,baby,nonliving,baby_shoes_exemplar1.jpg,0.522727,0.395349
bib,baby,nonliving,bib_exemplar1.jpg,0.446429,0.481481
booties,baby,nonliving,booties_exemplar1.jpg,0.38,0.333333
carseat,baby,nonliving,carseat_exemplar1.jpg,0.25,0.571429
diaper,baby,nonliving,diaper_exemplar1.jpg,0.607143,0.555556
diaperbag,baby,nonliving,diaperbag_exemplar1.jpg,0.264706,0.37931
stroller,baby,nonliving,stroller_exemplar1.jpg,0.583333,0.607143
bluebird,birds,living,bluebird_exemplar1.jpg,0.74,0.428571
canary,birds,living,canary_exemplar1.jpg,0.644444,0.488372
cardinal,birds,living,cardinal_exemplar1.jpg,0.689655,0.607143
chick,birds,living,chick_exemplar1.jpg,0.827586,0.777778
chicken,birds,living,chicken_exemplar1.jpg,0.690909,0.807692
crow,birds,living,crow_exemplar1.jpg,0.857143,0.386364
dodo,birds,living,dodo_exemplar1.jpg,0.77551,0.642857
duck,birds,living,duck_exemplar1.jpg,0.5,0.533333
eagle,birds,living,eagle_exemplar1.jpg,0.78,0.764706
egg,birds,living,egg_exemplar1.jpg,0.644444,0.681818
emu,birds,living,emu_exemplar1.jpg,0.689655,0.5
feather,birds,living,feather_exemplar1.jpg,0.611111,NA
flamingo,birds,living,flamingo_exemplar1.jpg,0.857143,0.866667
goose,birds,living,goose_exemplar1.jpg,0.688889,0.444444
hawk,birds,living,hawk_exemplar1.jpg,0.727273,0.533333
heron,birds,living,heron_exemplar1.jpg,0.64,0.518519
hummingbird,birds,living,hummingbird_exemplar1.jpg,0.68,0.851852
kingfisher,birds,living,kingfisher_exemplar1.jpg,0.724138,0.392857
ostrich,birds,living,ostrich_exemplar1.jpg,0.842105,0.538462
owl,birds,living,owl_exemplar1.jpg,0.816327,0.657143
parrot,birds,living,parrot_exemplar1.jpg,0.771429,NA
peacock,birds,living,peacock_exemplar1.jpg,0.84,0.555556
pelican,birds,living,pelican_exemplar1.jpg,0.666667,0.766667
penguin,birds,living,penguin_exemplar1.jpg,0.821429,0.592593
pheasant,birds,living,pheasant_exemplar1.jpg,0.5,0.290323
puffin,birds,living,puffin_exemplar1.jpg,0.416667,NA
robin,birds,living,robin_exemplar1.jpg,0.92,0.558824
seagull,birds,living,seagull_exemplar1.jpg,0.767857,0.615385
stork,birds,living,stork_exemplar1.jpg,0.793103,0.296296
swan,birds,living,swan_exemplar1.jpg,0.77551,0.703704
toucan,birds,living,toucan_exemplar1.jpg,0.888889,0.613636
turkey,birds,living,turkey_exemplar1.jpg,0.694444,0.689655
vulture,birds,living,vulture_exemplar1.jpg,0.66,0.607143
woodpecker,birds,living,woodpecker_exemplar1.jpg,0.857143,0.777778
ankle,body parts,living,ankle_exemplar1.jpg,0.888889,0.586207
ear,body parts,living,ear_exemplar1.jpg,0.78,0.857143
eye,body parts,living,eye_exemplar1.jpg,NA,0.4
false teeth,body parts,living,false_teeth_exemplar1.jpg,0.862069,0.777778
finger,body parts,living,finger_exemplar1.jpg,0.840909,0.790698
hand,body parts,living,hand_exemplar1.jpg,0.839286,0.769231
leg,body parts,living,leg_exemplar1.jpg,0.822222,0.697674
nose,body parts,living,nose_exemplar1.jpg,0.655172,0.75
shoulder,body parts,living,shoulder_exemplar1.jpg,0.829787,0.666667
tongue,body parts,living,tongue_exemplar1.jpg,0.7,0.678571
wrist,body parts,living,wrist_exemplar1.jpg,0.714286,0.576923
aqueduct,building,nonliving,aqueduct_exemplar1.jpg,0.54,0.269231
arch,building,nonliving,arch_exemplar1.jpg,0.6,0.355556
barn,building,nonliving,barn_exemplar1.jpg,0.5,0.586207
bridge,building,nonliving,bridge_exemplar1.jpg,0.638298,0.642857
building,building,nonliving,building_exemplar1.jpg,0.388889,0.692308
cabin,building,nonliving,cabin_exemplar1.jpg,0.489796,0.558824
castle,building,nonliving,castle_exemplar1.jpg,0.357143,0.444444
church,building,nonliving,church_exemplar1.jpg,0.555556,0.666667
dome,building,nonliving,dome_exemplar1.jpg,0.428571,0.264706
factory,building,nonliving,factory_exemplar1.jpg,0.408163,0.428571
ferris wheel,building,nonliving,ferris_wheel_exemplar1.jpg,0.482759,0.464286
fire station,building,nonliving,fire_station_exemplar1.jpg,0.485714,NA
gas station,building,nonliving,gas_station_exemplar1.jpg,0.527778,NA
greenhouse,building,nonliving,greenhouse_exemplar1.jpg,0.886364,0.688889
house,building,nonliving,house_exemplar1.jpg,0.44898,0.5
hut,building,nonliving,hut_exemplar1.jpg,0.52,0.266667
lighthouse,building,nonliving,lighthouse_exemplar1.jpg,0.55102,0.62963
merry-go-round,building,nonliving,merry-go-round_exemplar1.jpg,0.938776,0.357143
mosque,building,nonliving,mosque_exemplar1.jpg,0.482143,0.307692
office building,building,nonliving,office_building_exemplar1.jpg,0.551724,0.535714
pagoda,building,nonliving,pagoda_exemplar1.jpg,0.590909,0.418605
pyramid,building,nonliving,pyramid_exemplar1.jpg,0.485714,0.666667
radio tower,building,nonliving,radio_tower_exemplar1.jpg,0.711111,0.5
silo,building,nonliving,silo_exemplar1.jpg,0.52,0.321429
skyscraper,building,nonliving,skyscraper_exemplar1.jpg,0.481481,0.5
teepee,building,nonliving,teepee_exemplar1.jpg,0.563636,0.538462
windmill,building,nonliving,windmill_exemplar1.jpg,0.422222,0.590909
armor,clothing,nonliving,armor_exemplar1.jpg,0.696429,0.592593
backpack,clothing,nonliving,backpack_exemplar1.jpg,0.408163,0.586207
ballet slipper,clothing,nonliving,ballet_slipper_exemplar1.jpg,0.38,0.678571
beanie,clothing,nonliving,beanie_exemplar1.jpg,0.407407,0.269231
belt,clothing,nonliving,belt_exemplar1.jpg,0.653061,0.413793
beret,clothing,nonliving,beret_exemplar1.jpg,0.592593,0.48
bike helmet,clothing,nonliving,bike_helmet_exemplar1.jpg,0.46,0.5
blouse,clothing,nonliving,blouse_exemplar1.jpg,0.533333,0.348837
boot,clothing,nonliving,boot_exemplar1.jpg,0.47619,0.545455
bow tie,clothing,nonliving,bow_tie_exemplar1.jpg,0.448276,0.428571
bowler hat,clothing,nonliving,bowler_hat_exemplar1.jpg,0.678571,0.444444
bracelet,clothing,nonliving,bracelet_exemplar1.jpg,0.518519,0.538462
cap,clothing,nonliving,cap_exemplar1.jpg,0.408163,0.678571
charm,clothing,nonliving,charm_exemplar1.jpg,0.42,0.346154
clog,clothing,nonliving,clog_exemplar1.jpg,0.755556,0.477273
combat boot,clothing,nonliving,combat_boot_exemplar1.jpg,0.733333,0.395349
construction helmet,clothing,nonliving,construction_helmet_exemplar1.jpg,0.4,NA
cowboy boot,clothing,nonliving,cowboy_boot_exemplar1.jpg,0.62,0.514286
cowboy hat,clothing,nonliving,cowboy_hat_exemplar1.jpg,0.377778,0.466667
dress,clothing,nonliving,dress_exemplar1.jpg,0.387755,0.75
dress shoe,clothing,nonliving,dress_shoe_exemplar1.jpg,0.535714,0.56
earring,clothing,nonliving,earring_exemplar1.jpg,0.535714,0.407407
eyeglasses,clothing,nonliving,eyeglasses_exemplar1.jpg,0.489796,0.517241
fanny-pack,clothing,nonliving,fanny-pack_exemplar1.jpg,0.222222,NA
female suit,clothing,nonliving,female_suit_exemplar1.jpg,0.36,0.37037
fez,clothing,nonliving,fez_exemplar1.jpg,0.5,0.355556
fire hat,clothing,nonliving,fire_hat_exemplar1.jpg,0.490909,0.518519
glove,clothing,nonliving,glove_exemplar1.jpg,0.4375,NA
goggles,clothing,nonliving,goggles_exemplar1.jpg,0.448276,0.535714
haircomb,clothing,nonliving,haircomb_exemplar1.jpg,0.777778,0.395349
handbag,clothing,nonliving,handbag_exemplar1.jpg,0.37931,0.576923
headband,clothing,nonliving,headband_exemplar1.jpg,0.644444,0.363636
headdress,clothing,nonliving,headdress_exemplar1.jpg,0.361111,0.4
helmet,clothing,nonliving,helmet_exemplar1.jpg,0.48,0.685714
hunting cap,clothing,nonliving,hunting_cap_exemplar1.jpg,0.464286,0.48
ice skate,clothing,nonliving,ice_skate_exemplar1.jpg,0.392857,0.678571
jacket,clothing,nonliving,jacket_exemplar1.jpg,0.206897,0.428571
lei,clothing,nonliving,lei_exemplar1.jpg,0.827586,0.555556
life jacket,clothing,nonliving,life_jacket_exemplar1.jpg,0.47619,0.452381
loafer,clothing,nonliving,loafer_exemplar1.jpg,0.511111,0.454545
male suit,clothing,nonliving,male_suit_exemplar1.jpg,0.333333,0.296296
mask,clothing,nonliving,mask_exemplar1.jpg,0.6,0.463415
men's hat,clothing,nonliving,mens_hat_exemplar1.jpg,0.392857143,NA
mitten,clothing,nonliving,mitten_exemplar1.jpg,0.285714,0.4
mocassins,clothing,nonliving,mocassins_exemplar1.jpg,0.277778,NA
nightgown,clothing,nonliving,nightgown_exemplar1.jpg,0.257143,NA
pants,clothing,nonliving,pants_exemplar1.jpg,0.469388,0.4
pearl necklace,clothing,nonliving,pearl_necklace_exemplar1.jpg,0.36,0.485714
pirate hat,clothing,nonliving,pirate_hat_exemplar1.jpg,0.285714,0.296296
pith helmet,clothing,nonliving,pith_helmet_exemplar1.jpg,0.428571,0.357143
pocket watch,clothing,nonliving,pocketwatch_exemplar1.jpg,0.56,0.428571
police hat,clothing,nonliving,police_hat_exemplar1.jpg,0.444444,NA
polo shirt,clothing,nonliving,polo_shirt_exemplar1.jpg,0.055556,NA
purse,clothing,nonliving,purse_exemplar1.jpg,0.25,0.666667
rainboot,clothing,nonliving,rainboot_exemplar1.jpg,0.321429,0.37037
ring,clothing,nonliving,ring_exemplar1.jpg,0.54,0.571429
rock-climbing shoe,clothing,nonliving,rock-climbing_shoe_exemplar1.jpg,0.371429,0.4
safety goggles,clothing,nonliving,safety_goggle_exemplar1.jpg,0.346939,0.535714
sailor hat,clothing,nonliving,sailor_hat_exemplar1.jpg,0.4,0.366667
sandal,clothing,nonliving,sandal_exemplar1.jpg,0.2,0.52
scarf,clothing,nonliving,scarf_exemplar1.jpg,0.327273,0.423077
shirt,clothing,nonliving,shirt_exemplar1.jpg,0.5,0.448276
shoelace,clothing,nonliving,shoelace_exemplar1.jpg,0.387755,0.333333
ski mask,clothing,nonliving,ski_mask_exemplar1.jpg,0.77551,0.2
skirt,clothing,nonliving,skirt_exemplar1.jpg,0.454545,0.372093
slipper,clothing,nonliving,slipper_exemplar1.jpg,0.491228,0.62963
sneakers,clothing,nonliving,sneakers_exemplar1.jpg,0.375,0.48
sock,clothing,nonliving,sock_exemplar1.jpg,0.375,0.628571
sombrero,clothing,nonliving,sombrero_exemplar1.jpg,0.408163,0.518519
sunglasses,clothing,nonliving,sunglasses_exemplar1.jpg,0.314286,0.5
swimsuit,clothing,nonliving,swimsuit_exemplar1.jpg,0.535714,0.481481
tanktop,clothing,nonliving,tanktop_exemplar1.jpg,0.592593,0.392857
tie,clothing,nonliving,tie_exemplar1.jpg,0.416667,NA
tophat,clothing,nonliving,tophat_exemplar1.jpg,0.611111,0.461538
viking helmet,clothing,nonliving,viking_helmet_exemplar1.jpg,0.54,0.607143
wetsuit,clothing,nonliving,wetsuit_exemplar1.jpg,0.326531,0.4
women's hat,clothing,nonliving,womens_hat_exemplar1.jpg,0.2,0.296296296
wristwatch,clothing,nonliving,wristwatch_exemplar1.jpg,0.436364,0.576923
chalice,decorative,nonliving,chalice_exemplar1.jpg,0.92,0.5
cigar box,decorative,nonliving,cigar_box_exemplar1.jpg,0.64,0.296296
cross,decorative,nonliving,cross_exemplar1.jpg,0.790698,0.5
dragon statue,decorative,nonliving,dragon_statue_exemplar1.jpg,0.551724,0.740741
fairy statue,decorative,nonliving,fairy_statue_exemplar1.jpg,0.785714,0.48
geode,decorative,nonliving,geode_exemplar1.jpg,0.814815,0.5
globe,decorative,nonliving,globe_exemplar1.jpg,0.622222,0.674419
hollywood star,decorative,nonliving,hollywood_star_exemplar1.jpg,0.591837,0.233333
hookah,decorative,nonliving,hookah_exemplar1.jpg,0.714286,0.444444
jewlery box,decorative,nonliving,jewlery_box_exemplar1.jpg,0.44186,0.466667
lip phone,decorative,nonliving,lip_phone_exemplar1.jpg,0.791667,0.588235
log,decorative,living,log_exemplar1.jpg,0.628571,NA
medal,decorative,nonliving,medal_exemplar1.jpg,0.466667,0.511111
piggybank,decorative,nonliving,piggybank_exemplar1.jpg,0.166667,0.75
pillow,decorative,nonliving,pillow_exemplar1.jpg,0.26,0.592593
pinata,decorative,nonliving,pinata_exemplar1.jpg,0.6,NA
planet,decorative,nonliving,planet_exemplar1.jpg,0.464286,0.346154
pot of gold,decorative,nonliving,pot_of_gold_exemplar1.jpg,0.64,0.342857
religious statue,decorative,nonliving,religious_statue_exemplar1.jpg,0.342857,NA
sarcophagus,decorative,nonliving,sarcophagus_exemplar1.jpg,0.689655,0.307692
scroll,decorative,nonliving,scroll_exemplar1.jpg,0.464286,0.407407
shield,decorative,nonliving,shield_exemplar1.jpg,0.4,0.392857
snowflake,decorative,nonliving,snowflake_exemplar1.jpg,0.698113,0.592593
snowglobe,decorative,nonliving,snowglobe_exemplar1.jpg,0.42,0.464286
tile,decorative,nonliving,tile_exemplar1.jpg,0.194444,0.517241
totem pole,decorative,nonliving,totempole_exemplar1.jpg,0.622222222,NA
treasure chest,decorative,nonliving,treasure_chest_exemplar1.jpg,0.45614,0.461538
trophy,decorative,nonliving,trophy_exemplar1.jpg,0.3,0.428571
amplifier,electronics,nonliving,amplifier_exemplar1.jpg,0.166667,0.314285714
baby monitor,electronics,nonliving,baby_monitor_exemplar1.jpg,0.545455,0.568182
battery,electronics,nonliving,battery_exemplar1.jpg,0.38,0.5
boombox,electronics,nonliving,boombox_exemplar1.jpg,0.555556,0.4
calculator,electronics,nonliving,calculator_exemplar1.jpg,0.28,0.6
camcorder,electronics,nonliving,camcorder_exemplar1.jpg,0.265306,0.407407
camera,electronics,nonliving,camera_exemplar1.jpg,0.490909,0.615385
camera lens,electronics,nonliving,camera_lens_exemplar1.jpg,0.571429,NA
CD,electronics,nonliving,CD_exemplar1.jpg,0.36,0.444444
cellphone,electronics,nonliving,cellphone_exemplar1.jpg,0.613636,0.604651
circuit board,electronics,nonliving,circuit_board_exemplar1.jpg,0.611111,NA
computer,electronics,nonliving,computer_exemplar1.jpg,NA,NA
computer keyboard,electronics,nonliving,computer_keyboard_exemplar1.jpg,0.457143,0.677419
computer monitor,electronics,nonliving,computer_monitor_exemplar1.jpg,0.448276,0.571429
computer mouse,electronics,nonliving,computer_mouse_exemplar1.jpg,0.578947,0.576923
disk,electronics,nonliving,disk_exemplar1.jpg,0.68,0.592593
electric razor,electronics,nonliving,electric_razor_exemplar1.jpg,0.45614,0.461538
gamepad,electronics,nonliving,gamepad_exemplar1.jpg,0.470588,0.645161
guitar tuner,electronics,nonliving,guitar_tuner_exemplar1.jpg,0.489796,NA
HAM radio,electronics,nonliving,HAM_radio_exemplar1.jpg,0.535714,0.321429
headphone,electronics,nonliving,headphone_exemplar1.jpg,0.535714,0.692308
joystick,electronics,nonliving,joystick_exemplar1.jpg,0.636364,0.636364
laptop,electronics,nonliving,laptop_exemplar1.jpg,0.586207,0.464286
loudspeaker,electronics,nonliving,loudspeaker_exemplar1.jpg,0.48,0.555556
microphone,electronics,nonliving,microphone_exemplar1.jpg,0.52,0.6
old camera,electronics,nonliving,old_camera_exemplar1.jpg,0.310345,0.464286
pager,electronics,nonliving,pager_exemplar1.jpg,0.333333,0.586207
polaroid,electronics,nonliving,polaroid_exemplar1.jpg,0.407407,0.44
printer,electronics,nonliving,printer_exemplar1.jpg,0.26,0.555556
radio,electronics,nonliving,radio_exemplar1.jpg,0.522727,0.568182
scanner,electronics,nonliving,scanner_exemplar1.jpg,0.4,0.384615
slot machine,electronics,nonliving,slot_machine_exemplar1.jpg,0.604167,0.454545
space heater,electronics,nonliving,space_heater_exemplar1.jpg,0.408163,0.411765
speaker,electronics,nonliving,speaker_exemplar1.jpg,0.555556,0.55814
telephone,electronics,nonliving,telephone_exemplar1.jpg,0.526316,0.576923
television,electronics,nonliving,television_exemplar1.jpg,0.448276,0.535714
videocamera,electronics,nonliving,videocamera_exemplar1.jpg,0.357143,0.740741
voltmeter,electronics,nonliving,voltmeter_exemplar1.jpg,0.408163,0.264706
walkietalkie,electronics,nonliving,walkietalkie_exemplar1.jpg,0.37931,0.464286
walkman,electronics,nonliving,walkman_exemplar1.jpg,0.367347,0.576923
almond,food,nonliving,almond_exemplar1.jpg,0.732143,0.6
bloody mary,food,nonliving,bloody_mary_exemplar1.jpg,0.795918,0.481481
bowtie pasta,food,nonliving,bowtie_pasta_exemplar1.jpg,0.844444,0.704545
brandy,food,nonliving,brandy_exemplar1.jpg,0.533333,0.27907
butter,food,nonliving,butter_exemplar1.jpg,0.681818,0.44186
cake,food,nonliving,cake_exemplar1.jpg,0.66,0.607143
candy bar,food,nonliving,candy_bar_exemplar1.jpg,0.688889,0.5
candycane,food,nonliving,candycane_exemplar1.jpg,0.472222,NA
cheese,food,nonliving,cheese_exemplar1.jpg,0.758621,0.714286
cheese puff,food,nonliving,cheese_puff_exemplar1.jpg,0.642857,0.538462
cheeseburger,food,nonliving,cheeseburger_exemplar1.jpg,0.655172,0.75
chocolate bar,food,nonliving,chocolate_bar_exemplar1.jpg,0.7,0.740741
cinnamon bun,food,nonliving,cinnamon_bun_exemplar1.jpg,0.611111,NA
cookie,food,nonliving,cookie_exemplar1.jpg,0.666667,0.666667
croissant,food,nonliving,croissant_exemplar1.jpg,0.74,0.62963
donut,food,nonliving,donut_exemplar1.jpg,0.510204,0.678571
flour,food,nonliving,flour_exemplar1.jpg,0.596491,0.32
french fries,food,nonliving,french_fries_exemplar1.jpg,0.638889,0.666667
fried egg,food,nonliving,fried_egg_exemplar1.jpg,0.722222,0.7
ground beef,food,nonliving,ground_beef_exemplar1.jpg,0.821429,0.740741
hotdog,food,nonliving,hotdog_exemplar1.jpg,0.75,0.576923
jam,food,nonliving,jam_exemplar1.jpg,0.66,0.647059
jellybeans,food,nonliving,jellybeans_exemplar1.jpg,0.68,0.678571
lollipop,food,nonliving,lollipop_exemplar1.jpg,0.472222,0.709677
margarita,food,nonliving,margarita_exemplar1.jpg,0.631579,0.5
marshmallow,food,nonliving,marshmallow_exemplar1.jpg,0.76,0.666667
martini,food,nonliving,martini_exemplar1.jpg,0.55102,0.518519
muffin,food,nonliving,muffin_exemplar1.jpg,0.689655,0.678571
nacho,food,nonliving,nacho_exemplar1.jpg,0.844444,0.568182
pasta,food,nonliving,pasta_exemplar1.jpg,0.714286,0.607143
peanut,food,living,peanut_exemplar1.jpg,0.795918,0.821429
pie,food,nonliving,pie_exemplar1.jpg,0.714286,0.566667
pint of beer,food,nonliving,pint_of_beer_exemplar1.jpg,0.520833,0.428571
pistachio,food,nonliving,pistachio_exemplar1.jpg,0.785714,0.64
pizza,food,nonliving,pizza_exemplar1.jpg,0.472222,NA
poison,food,nonliving,poison_exemplar1.jpg,0.37037,0.535714
pretzel,food,nonliving,pretzel_exemplar1.jpg,0.690909,0.518519
rice,food,nonliving,rice_exemplar1.jpg,0.8,0.522727
sardine,food,nonliving,sardine_exemplar1.jpg,0.62963,0.571429
shrimp dinner,food,nonliving,shrimp_dinner_exemplar1.jpg,0.58,0.470588
soup,food,nonliving,soup_exemplar1.jpg,0.28,0.482759
spaghetti,food,nonliving,spaghetti_exemplar1.jpg,0.772727,0.545455
steak,food,nonliving,steak_exemplar1.jpg,0.571429,0.466667
tortilla chip,food,nonliving,tortilla_chip_exemplar1.jpg,0.619048,0.47619
waffle,food,nonliving,waffle_exemplar1.jpg,0.583333,NA
wedding cake,food,nonliving,wedding_cake_exemplar1.jpg,0.612245,0.714286
wine,food,nonliving,wine_exemplar1.jpg,0.618182,0.692308
wine bottle,food,nonliving,wine_bottle_exemplar1.jpg,0.481481,0.72
apple,fruit,living,apple_exemplar1.jpg,0.767442,0.697674
banana,fruit,living,baNAa_exemplar1.jpg,0.62069,0.730769
blackberry,fruit,living,blackberry_exemplar1.jpg,0.514286,0.607143
blueberry,fruit,living,blueberry_exemplar1.jpg,0.9,0.777778
cantaloupe,fruit,living,cantaloupe_exemplar1.jpg,0.822222,0.568182
cherry,fruit,living,cherry_exemplar1.jpg,0.805556,NA
coconut,fruit,nonliving,coconut_exemplar1.jpg,0.857143,0.769231
cranberry,fruit,living,cranberry_exemplar1.jpg,0.84,0.451613
date,fruit,living,date_exemplar1.jpg,0.78,0.555556
grape,fruit,living,grape_exemplar1.jpg,0.714286,0.518519
grapefruit,fruit,living,grapefruit_exemplar1.jpg,0.78,0.714286
kiwi,fruit,living,kiwi_exemplar1.jpg,0.796296,0.884615
kumquat,fruit,living,kumquat_exemplar1.jpg,0.638889,NA
lemon,fruit,living,lemon_exemplar1.jpg,0.722222,0.666667
lime,fruit,living,lime_exemplar1.jpg,0.571429,0.742857
lychee,fruit,living,lychee_exemplar1.jpg,0.793103,0.321429
mango,fruit,living,mango_exemplar1.jpg,0.724138,0.555556
melon,fruit,living,melon_exemplar1.jpg,0.8,0.551724
orange,fruit,living,orange_exemplar1.jpg,0.777778,NA
papaya,fruit,living,papaya_exemplar1.jpg,0.758621,0.62963
peach,fruit,living,peach_exemplar1.jpg,0.636364,0.740741
pear,fruit,living,pear_exemplar1.jpg,0.727273,0.730769
pineapple,fruit,living,pineapple_exemplar1.jpg,0.816327,0.548387
plum,fruit,living,plum_exemplar1.jpg,0.607143,0.464286
pomegranate,fruit,living,pomegranate_exemplar1.jpg,0.844444,0.636364
raisin,fruit,living,raisin_exemplar1.jpg,0.911111,0.6
raspberry,fruit,living,raspberry_exemplar1.jpg,0.911111,0.659091
starfruit,fruit,living,starfruit_exemplar1.jpg,0.8,0.785714
strawberry,fruit,living,strawberry_exemplar1.jpg,0.793103,0.892857
watermelon,fruit,living,watermelon_exemplar1.jpg,0.74,0.771429
accent lamp,furniture,nonliving,accent_lamp_exemplar1.jpg,0.222222,0.522727
armchair,furniture,nonliving,armchair_exemplar1.jpg,0.285714,0.37037
armoire,furniture,nonliving,armoire_exemplar1.jpg,0.517241,0.518519
ashtray,furniture,nonliving,ashtray_exemplar1.jpg,0.76,0.366667
bar,furniture,nonliving,bar_exemplar1.jpg,0.277778,0.535714
barrel,furniture,nonliving,barrel_exemplar1.jpg,0.688889,0.581395
bathtub,furniture,nonliving,bathtub_exemplar1.jpg,0.527778,NA
beach chair,furniture,nonliving,beach_chair_exemplar1.jpg,0.4,0.448276
beanbag,furniture,nonliving,beanbag_exemplar1.jpg,0.638889,NA
bed,furniture,nonliving,bed_exemplar1.jpg,0.138889,NA
birdcage,furniture,nonliving,birdcage_exemplar1.jpg,0.535714,0.615385
birdhouse,furniture,nonliving,birdhouse_exemplar1.jpg,0.428571,0.571429
bookcase,furniture,nonliving,bookcase_exemplar1.jpg,0.636364,0.615385
booster seat,furniture,nonliving,booster_seat_exemplar1.jpg,0.622222,0.4
bunkbed,furniture,nonliving,bunkbed_exemplar1.jpg,0.696429,0.444444
cabinet,furniture,nonliving,cabinet_exemplar1.jpg,0.25,0.666667
card table,furniture,nonliving,card_table_exemplar1.jpg,0.448276,0.285714
chair,furniture,nonliving,chair_exemplar1.jpg,0.509091,0.576923
chalkboard,furniture,nonliving,chalkboard_exemplar1.jpg,0.408163,0.575758
chess table,furniture,nonliving,chess_table_exemplar1.jpg,0.55102,0.551724
chest,furniture,nonliving,chest_exemplar1.jpg,0.48,0.481481
coffee table,furniture,nonliving,coffee_table_exemplar1.jpg,0.333333,0.666667
coffin,furniture,nonliving,coffin_exemplar1.jpg,0.6,0.62963
couch,furniture,nonliving,couch_exemplar1.jpg,0.595745,0.571429
crib,furniture,nonliving,crib_exemplar1.jpg,0.3,0.653846
cupboard,furniture,nonliving,cupboard_exemplar1.jpg,0.535714,0.37037
desk lamp,furniture,nonliving,desk_lamp_exemplar1.jpg,0.37931,0.678571
dining chair,furniture,nonliving,dining_chair_exemplar1.jpg,0.297872,0.5
dining table,furniture,nonliving,dining_table_exemplar1.jpg,0.5,0.6
dog bowl,furniture,nonliving,dog_bowl_exemplar1.jpg,0.5,0.5
dresser,furniture,nonliving,dresser_exemplar1.jpg,0.655172,0.642857
end table,furniture,nonliving,end_table_exemplar1.jpg,0.428571,0.6
file cabinet,furniture,nonliving,file_cabinet_exemplar1.jpg,0.5,0.407407
fishbowl,furniture,nonliving,fishbowl_exemplar1.jpg,0.58,0.428571
fishtank,furniture,nonliving,fishtank_exemplar1.jpg,0.82,0.962963
grandfather clock,furniture,nonliving,grandfather_clock_exemplar1.jpg,0.444444,NA
grill,furniture,nonliving,grill_exemplar1.jpg,0.409091,0.466667
hammock,furniture,nonliving,hammock_exemplar1.jpg,0.510204,0.642857
keg,furniture,nonliving,keg_exemplar1.jpg,0.5,0.6
ladder,furniture,nonliving,ladder_exemplar1.jpg,0.454545,0.576923
laundry hamper,furniture,nonliving,laundry_hamper_exemplar1.jpg,0.42,0.464286
locker,furniture,nonliving,locker_exemplar1.jpg,0.651163,0.697674
loveseat,furniture,nonliving,loveseat_exemplar1.jpg,0.259259,0.321429
magazine rack,furniture,nonliving,magazine_rack_exemplar1.jpg,0.469388,0.307692
mirror,furniture,nonliving,mirror_exemplar1.jpg,0.4,0.538462
nightstand,furniture,nonliving,nightstand_exemplar1.jpg,0.555556,0.333333
office chair,furniture,nonliving,office_chair_exemplar1.jpg,0.645833,0.676471
outdoor table,furniture,nonliving,outdoor_table_exemplar1.jpg,0.285714,NA
poker table,furniture,nonliving,poker_table_exemplar1.jpg,0.26,0.481481
popcorn machine,furniture,nonliving,popcorn_machine_exemplar1.jpg,0.755102,0.571429
rocking chair,furniture,nonliving,rocking_chair_exemplar1.jpg,0.613636,0.627907
rug,furniture,nonliving,rug_exemplar1.jpg,0.323529,0.448276
screen,furniture,nonliving,screen_exemplar1.jpg,0.464286,0.535714
shelf,furniture,nonliving,shelf_exemplar1.jpg,0.477273,0.577778
sidetable,furniture,nonliving,sidetable_exemplar1.jpg,0.44898,0.558824
spotlight,furniture,nonliving,spotlight_exemplar1.jpg,0.350877,0.346154
